Meteorological Climatological and Geophysical Agency, BMKG
Earthquake Database
===========================================================

File Created: Tue Jun 26 2018 16:30:33 WIB
Earthquake Events = 584 Events
Date Range: 2015-01-01 - 2015-12-31
Latitude: 5.8S - 12S
Longitude: 114.5E - 105E
Magnitude Range: 1 - 9.5 SR
Depth Range: 1 - 1000 Km


EventID: bmg2015aaya
Date		Time		Latitude	Longitude	Depth	Mag	TypeMag	smaj		smin	az	rms		cPhase	Region
2015-01-01	12:07:10.9	-10.14	113.84	59	4.3	MLv		17.02		1.68	113	1.078		48		South of Java, Indonesia  

Net	Sta	Phase	Date		Time		dis	Az	Res	Amp		Per	Qual	mb	ML	mB
IA	KLSI	P	2015-01-09	19:02:09.1	3.5	326	-0.2	0		0	i	0	3.1	0
IA	LWLI	P	2015-01-09	19:02:11.8	3.7	314	0	0		0	i	0	4.2	0
IA	UGM	P	2015-01-09	19:02:14.0	3.8	95	0.1	0		0	i	0	4.9	0
IA	KPJI	S	2015-01-09	19:02:22.2	2.2	83	1.4	0		0	i	0	3.7	0
IA	EGSI	P	2015-01-09	19:02:29.0	4.9	297	-0.1	0		0	i	0	4.5	0
IA	SWJI	P	2015-01-09	19:02:30.2	5	92	-0.5	0		0	i	0	4.5	0


EventID: bmg2015aroz
Date		Time		Latitude	Longitude	Depth	Mag	TypeMag	smaj		smin	az	rms		cPhase	Region
2015-01-10	14:53:06.5	-8.22		108.06	30	3.9	MLv		4.82		0.59	139	0.349		19		Java, Indonesia    

Net	Sta	Phase	Date		Time		dis	Az	Res	Amp		Per	Qual	mb	ML	mB
IA	CMJI	P	2015-01-10	14:53:19.5	0.6	42	0.4	0		0	i	0	3.8	0
IA	CISI	P	2015-01-10	14:53:20.6	0.7	340	0	0		0	i	0	4.7	0
IA	SCJI	P	2015-01-10	14:53:27.4	1.2	64	-0.2	0		0	i	0	3.4	0
IA	KPJI	P	2015-01-10	14:53:27.9	1.2	45	0.1	0		0	i	0	3.6	0
